	model	dataset	scaler	actor_zscore	features_mode	feature_group	is_top	features_json	model_params_json	accuracy	f1	f1_macro	mcc	tp	tn	fp	fn	roc_auc	average_precision
1452	logistic_regression	ravdess	robust	False	explicit	all	20	"{""columns"": [""mfcc_delta_4_std"", ""spectral_contrast_2_mean"", ""mfcc_7_std"", ""mfcc_2_std"", ""mfcc_delta_5_std"", ""mfcc_4_std"", ""spectral_contrast_3_mean"", ""mfcc_delta_1_std"", ""spec_bandwidth_mean"", ""mfcc_3_mean"", ""mfcc_delta2_3_std"", ""mfcc_delta_7_std"", ""mfcc_10_std"", ""mfcc_delta_2_std"", ""mfcc_5_mean"", ""mfcc_1_std"", ""zcr_mean"", ""spectral_contrast_7_mean"", ""mfcc_1_mean"", ""spectral_contrast_6_mean""], ""mode"": ""explicit""}"	"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.84	0.91	0.59	0.22	242.0	9.0	11.0	38.0	0.78	0.98
1457	logistic_regression	ravdess	standard	True	explicit	all	20	"{""columns"": [""zcr_mean"", ""mfcc_2_std"", ""mfcc_delta_4_std"", ""mfcc_6_std"", ""mfcc_delta_6_std"", ""mfcc_delta_5_std"", ""mfcc_delta2_3_std"", ""mfcc_4_std"", ""hnr"", ""F0_std"", ""mfcc_1_std"", ""mfcc_7_mean"", ""mfcc_7_std"", ""mfcc_delta2_8_std"", ""mfcc_delta_13_std"", ""mfcc_delta_3_std"", ""mfcc_delta_10_std"", ""spectral_contrast_3_mean"", ""spec_rolloff_mean"", ""mfcc_3_mean""], ""mode"": ""explicit""}"	"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.6	0.74	0.46	0.13	168.0	13.0	7.0	112.0	0.76	0.98
1462	logistic_regression	ravdess	standard	False	explicit	all	20	"{""columns"": [""mfcc_delta_4_std"", ""mfcc_2_std"", ""spectral_contrast_2_mean"", ""mfcc_7_std"", ""mfcc_4_std"", ""mfcc_delta_5_std"", ""mfcc_1_mean"", ""mfcc_delta_1_std"", ""spectral_contrast_3_mean"", ""mfcc_3_mean"", ""spec_bandwidth_mean"", ""mfcc_delta_7_std"", ""mfcc_10_std"", ""mfcc_4_mean"", ""mfcc_5_mean"", ""mfcc_delta_13_mean"", ""mfcc_delta2_3_std"", ""spectral_contrast_7_mean"", ""mfcc_delta_2_std"", ""mfcc_6_mean""], ""mode"": ""explicit""}"	"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.83	0.91	0.55	0.12	243.0	6.0	14.0	37.0	0.76	0.98
1467	logistic_regression	ravdess	none	True	explicit	all	20	"{""columns"": [""energy_mean"", ""energy_std"", ""F0_mean"", ""mfcc_1_mean"", ""zcr_mean"", ""F0_std"", ""mfcc_delta_5_std"", ""mfcc_2_mean"", ""mfcc_3_mean"", ""spectral_contrast_6_mean"", ""mfcc_5_mean"", ""mfcc_2_std"", ""mfcc_6_mean"", ""mfcc_5_std"", ""mfcc_4_mean"", ""mfcc_13_std"", ""mfcc_delta_13_std"", ""mfcc_10_std"", ""mfcc_delta2_8_std"", ""mfcc_delta_7_std""], ""mode"": ""explicit""}"	"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.46	0.59	0.39	0.17	119.0	18.0	2.0	161.0	0.77	0.98
1472	logistic_regression	ravdess	none	False	explicit	all	20	"{""columns"": [""mfcc_delta_4_std"", ""mfcc_delta_2_mean"", ""mfcc_delta_7_std"", ""mfcc_delta_5_std"", ""mfcc_delta2_3_std"", ""chroma_9_mean"", ""chroma_8_mean"", ""chroma_10_mean"", ""mfcc_delta_12_std"", ""mfcc_delta_10_std"", ""spectral_contrast_2_mean"", ""mfcc_delta_13_std"", ""mfcc_delta_13_mean"", ""spectral_contrast_3_mean"", ""mfcc_delta_1_mean"", ""chroma_5_mean"", ""chroma_11_mean"", ""mfcc_delta2_8_std"", ""mfcc_delta_1_std"", ""mfcc_delta2_1_std""], ""mode"": ""explicit""}"	"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.77	0.87	0.5	0.04	226.0	5.0	15.0	54.0	0.72	0.98
1477	logistic_regression	savee	robust	True	explicit	all	20	"{""columns"": [""mfcc_5_mean"", ""spectral_contrast_7_mean"", ""chroma_11_mean"", ""mfcc_delta2_7_std"", ""mfcc_delta2_13_std"", ""spectral_contrast_2_mean"", ""mfcc_11_mean"", ""mfcc_2_mean"", ""mfcc_delta2_12_std"", ""chroma_6_mean"", ""spectral_contrast_6_mean"", ""mfcc_delta_5_mean"", ""mfcc_delta_12_std"", ""mfcc_10_std"", ""jitter"", ""mfcc_2_std"", ""mfcc_3_mean"", ""mfcc_delta2_1_std"", ""mfcc_delta_9_mean"", ""mfcc_delta2_2_mean""], ""mode"": ""explicit""}"	"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.74	0.85	0.48	0.07	87.0	2.0	28.0	3.0	0.82	0.94
1482	logistic_regression	savee	robust	False	explicit	all	20	"{""columns"": [""spectral_contrast_2_mean"", ""chroma_11_mean"", ""mfcc_delta2_7_std"", ""mfcc_5_mean"", ""spec_centroid_mean"", ""mfcc_delta2_13_std"", ""F0_mean"", ""mfcc_delta2_1_mean"", ""mfcc_11_mean"", ""chroma_6_mean"", ""mfcc_delta_5_std"", ""mfcc_13_std"", ""mfcc_delta2_12_std"", ""mfcc_delta_3_std"", ""mfcc_10_std"", ""mfcc_13_mean"", ""mfcc_2_mean"", ""F0_std"", ""mfcc_delta_12_std"", ""mfcc_delta_1_mean""], ""mode"": ""explicit""}"	"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.74	0.85	0.43	-0.05	89.0	0.0	30.0	1.0	0.86	0.96
1487	logistic_regression	savee	standard	True	explicit	all	20	"{""columns"": [""mfcc_5_mean"", ""spectral_contrast_7_mean"", ""chroma_11_mean"", ""mfcc_delta2_13_std"", ""mfcc_delta2_7_std"", ""spectral_contrast_2_mean"", ""mfcc_delta_5_mean"", ""chroma_6_mean"", ""mfcc_11_mean"", ""mfcc_2_mean"", ""mfcc_delta2_12_std"", ""spectral_contrast_6_mean"", ""mfcc_delta_12_std"", ""mfcc_delta_4_mean"", ""mfcc_delta2_2_mean"", ""mfcc_delta_9_mean"", ""jitter"", ""mfcc_10_std"", ""mfcc_2_std"", ""mfcc_delta2_7_mean""], ""mode"": ""explicit""}"	"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.7	0.82	0.46	-0.03	82.0	2.0	28.0	8.0	0.77	0.92
1492	logistic_regression	savee	standard	False	explicit	all	20	"{""columns"": [""spec_centroid_mean"", ""spectral_contrast_2_mean"", ""mfcc_delta2_7_std"", ""chroma_11_mean"", ""mfcc_5_mean"", ""mfcc_delta2_13_std"", ""F0_mean"", ""chroma_6_mean"", ""mfcc_11_mean"", ""mfcc_13_mean"", ""mfcc_delta_5_std"", ""mfcc_13_std"", ""mfcc_delta_3_std"", ""mfcc_delta2_1_mean"", ""mfcc_delta_12_std"", ""mfcc_delta_4_mean"", ""F0_std"", ""mfcc_delta2_12_std"", ""mfcc_delta2_7_mean"", ""mfcc_10_std""], ""mode"": ""explicit""}"	"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.74	0.85	0.43	-0.05	89.0	0.0	30.0	1.0	0.86	0.96
1497	logistic_regression	savee	none	True	explicit	all	20	"{""columns"": [""mfcc_delta2_7_std"", ""spectral_contrast_6_mean"", ""energy_mean"", ""spec_centroid_mean"", ""spectral_contrast_2_mean"", ""mfcc_delta2_13_std"", ""spectral_contrast_7_mean"", ""mfcc_delta2_12_std"", ""mfcc_delta_12_std"", ""mfcc_delta_4_mean"", ""mfcc_5_mean"", ""F0_std"", ""mfcc_delta2_6_std"", ""mfcc_2_std"", ""chroma_11_mean"", ""mfcc_delta2_2_mean"", ""spectral_contrast_3_mean"", ""spec_bandwidth_mean"", ""mfcc_11_std"", ""mfcc_delta2_5_std""], ""mode"": ""explicit""}"	"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.74	0.84	0.58	0.19	82.0	7.0	23.0	8.0	0.86	0.96
1502	logistic_regression	savee	none	False	explicit	all	20	"{""columns"": [""mfcc_delta2_7_std"", ""spectral_contrast_2_mean"", ""spectral_contrast_6_mean"", ""mfcc_delta_12_std"", ""mfcc_delta2_1_std"", ""mfcc_delta_1_std"", ""mfcc_delta2_3_std"", ""mfcc_delta_5_std"", ""mfcc_10_std"", ""mfcc_12_std"", ""mfcc_delta2_6_std"", ""mfcc_5_mean"", ""mfcc_13_mean"", ""mfcc_13_std"", ""spectral_contrast_4_mean"", ""mfcc_7_mean"", ""mfcc_12_mean"", ""spectral_contrast_7_mean"", ""mfcc_delta2_1_mean"", ""mfcc_2_std""], ""mode"": ""explicit""}"	"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.72	0.84	0.42	-0.09	87.0	0.0	30.0	3.0	0.92	0.98
1507	logistic_regression	ravdess	robust	True	explicit	all	20	"{""columns"": [""zcr_mean"", ""mfcc_2_std"", ""mfcc_delta_4_std"", ""energy_mean"", ""mfcc_6_std"", ""mfcc_delta_6_std"", ""energy_std"", ""mfcc_delta2_3_std"", ""hnr"", ""mfcc_1_std"", ""mfcc_4_std"", ""mfcc_delta_5_std"", ""mfcc_7_mean"", ""F0_std"", ""mfcc_delta_10_std"", ""spectral_contrast_3_mean"", ""spec_rolloff_mean"", ""mfcc_3_std"", ""mfcc_delta_13_std"", ""mfcc_3_mean""], ""mode"": ""explicit""}"	"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.67	0.79	0.5	0.17	189.0	13.0	7.0	91.0	0.77	0.98
1512	logistic_regression	ravdess	robust	False	explicit	all	20	"{""columns"": [""mfcc_delta_4_std"", ""spectral_contrast_2_mean"", ""mfcc_2_std"", ""mfcc_4_std"", ""mfcc_7_std"", ""spec_bandwidth_mean"", ""mfcc_1_mean"", ""spectral_contrast_3_mean"", ""mfcc_delta_5_std"", ""mfcc_delta_1_std"", ""mfcc_3_mean"", ""mfcc_4_mean"", ""mfcc_delta_7_std"", ""mfcc_delta_2_std"", ""mfcc_10_std"", ""spectral_contrast_7_mean"", ""mfcc_delta2_3_std"", ""spectral_contrast_6_mean"", ""F0_mean"", ""spectral_contrast_1_mean""], ""mode"": ""explicit""}"	"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.81	0.89	0.56	0.16	235.0	8.0	12.0	45.0	0.77	0.98
1517	logistic_regression	ravdess	standard	True	explicit	all	20	"{""columns"": [""energy_mean"", ""zcr_mean"", ""mfcc_delta_4_std"", ""mfcc_2_std"", ""mfcc_6_std"", ""mfcc_delta_5_std"", ""mfcc_4_std"", ""mfcc_delta_6_std"", ""hnr"", ""mfcc_delta2_3_std"", ""mfcc_1_std"", ""mfcc_3_mean"", ""mfcc_3_std"", ""mfcc_7_mean"", ""F0_std"", ""mfcc_delta_13_std"", ""spectral_contrast_3_mean"", ""mfcc_delta_3_std"", ""mfcc_delta_10_std"", ""mfcc_7_std""], ""mode"": ""explicit""}"	"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.65	0.78	0.48	0.13	184.0	12.0	8.0	96.0	0.76	0.98
1522	logistic_regression	ravdess	standard	False	explicit	all	20	"{""columns"": [""mfcc_delta_4_std"", ""mfcc_2_std"", ""spectral_contrast_2_mean"", ""spec_bandwidth_mean"", ""mfcc_4_std"", ""mfcc_7_std"", ""mfcc_1_mean"", ""spectral_contrast_3_mean"", ""mfcc_delta_1_std"", ""mfcc_delta_5_std"", ""mfcc_3_mean"", ""mfcc_4_mean"", ""mfcc_10_std"", ""mfcc_delta_7_std"", ""mfcc_delta_2_std"", ""spectral_contrast_7_mean"", ""F0_mean"", ""spectral_contrast_6_mean"", ""mfcc_12_mean"", ""mfcc_delta_13_mean""], ""mode"": ""explicit""}"	"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.81	0.89	0.54	0.12	235.0	7.0	13.0	45.0	0.75	0.98
1527	logistic_regression	ravdess	none	True	explicit	all	20	"{""columns"": [""mfcc_delta_4_std"", ""mfcc_delta_6_std"", ""mfcc_delta_3_std"", ""mfcc_6_std"", ""mfcc_1_std"", ""mfcc_3_std"", ""mfcc_4_std"", ""energy_mean"", ""mfcc_7_mean"", ""mfcc_2_std"", ""zcr_mean"", ""mfcc_delta2_3_std"", ""mfcc_delta_13_std"", ""mfcc_7_std"", ""spectral_contrast_3_mean"", ""spec_centroid_mean"", ""mfcc_delta_5_std"", ""mfcc_13_mean"", ""mfcc_delta2_13_std"", ""mfcc_1_mean""], ""mode"": ""explicit""}"	"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.73	0.83	0.54	0.21	205.0	13.0	7.0	75.0	0.75	0.98
1532	logistic_regression	ravdess	none	False	explicit	all	20	"{""columns"": [""chroma_9_mean"", ""mfcc_delta_2_mean"", ""mfcc_delta_4_std"", ""chroma_8_mean"", ""chroma_10_mean"", ""mfcc_delta_7_std"", ""mfcc_delta2_3_std"", ""mfcc_delta_5_std"", ""mfcc_delta_1_mean"", ""mfcc_delta_10_std"", ""mfcc_delta_13_std"", ""spectral_contrast_2_mean"", ""mfcc_delta2_4_std"", ""spectral_contrast_3_mean"", ""mfcc_7_std"", ""mfcc_delta2_1_std"", ""spectral_contrast_7_mean"", ""mfcc_delta_1_std"", ""mfcc_4_std"", ""mfcc_delta_2_std""], ""mode"": ""explicit""}"	"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.81	0.89	0.53	0.1	237.0	6.0	14.0	43.0	0.72	0.97
1537	logistic_regression	savee	robust	True	explicit	all	20	"{""columns"": [""mfcc_5_mean"", ""mfcc_delta2_7_std"", ""mfcc_delta2_13_std"", ""spectral_contrast_2_mean"", ""spectral_contrast_6_mean"", ""chroma_11_mean"", ""F0_mean"", ""mfcc_13_mean"", ""mfcc_delta2_12_std"", ""mfcc_delta_4_std"", ""spectral_contrast_7_mean"", ""mfcc_delta_3_std"", ""mfcc_11_mean"", ""hnr"", ""spectral_contrast_3_mean"", ""mfcc_delta_7_std"", ""mfcc_3_mean"", ""mfcc_7_mean"", ""mfcc_13_std"", ""mfcc_4_std""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.7	0.81	0.57	0.14	75.0	9.0	21.0	15.0	0.82	0.95
1542	logistic_regression	savee	robust	False	explicit	all	20	"{""columns"": [""mfcc_13_mean"", ""mfcc_delta2_7_std"", ""mfcc_13_std"", ""mfcc_11_mean"", ""mfcc_delta2_13_std"", ""F0_mean"", ""mfcc_delta_2_mean"", ""chroma_11_mean"", ""chroma_6_mean"", ""chroma_10_mean"", ""mfcc_1_std"", ""mfcc_5_mean"", ""mfcc_delta_1_mean"", ""mfcc_delta2_1_mean"", ""mfcc_delta_5_std"", ""mfcc_7_mean"", ""mfcc_10_std"", ""F0_std"", ""mfcc_delta_3_std"", ""hnr""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.73	0.85	0.42	-0.08	88.0	0.0	30.0	2.0	0.85	0.95
1547	logistic_regression	savee	standard	True	explicit	all	20	"{""columns"": [""mfcc_delta2_13_std"", ""mfcc_5_mean"", ""mfcc_delta2_7_std"", ""chroma_11_mean"", ""mfcc_delta_5_mean"", ""mfcc_delta_3_std"", ""mfcc_13_mean"", ""spectral_contrast_6_mean"", ""chroma_6_mean"", ""spectral_contrast_2_mean"", ""spectral_contrast_3_mean"", ""spec_centroid_mean"", ""mfcc_delta_6_mean"", ""mfcc_delta_4_std"", ""chroma_12_mean"", ""mfcc_delta2_12_std"", ""mfcc_13_std"", ""mfcc_delta_7_std"", ""spectral_contrast_7_mean"", ""mfcc_delta_9_mean""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.71	0.82	0.49	0.02	82.0	3.0	27.0	8.0	0.79	0.93
1552	logistic_regression	savee	standard	False	explicit	all	20	"{""columns"": [""mfcc_13_mean"", ""mfcc_13_std"", ""mfcc_delta2_7_std"", ""mfcc_delta2_13_std"", ""F0_mean"", ""chroma_6_mean"", ""mfcc_1_std"", ""mfcc_11_mean"", ""chroma_11_mean"", ""spectral_contrast_3_mean"", ""mfcc_delta_4_mean"", ""mfcc_5_mean"", ""chroma_10_mean"", ""mfcc_7_mean"", ""F0_std"", ""mfcc_delta_1_mean"", ""mfcc_delta2_7_mean"", ""chroma_9_mean"", ""mfcc_delta_9_mean"", ""mfcc_10_std""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.85	0.95
1557	logistic_regression	savee	none	True	explicit	all	20	"{""columns"": [""mfcc_delta2_7_std"", ""mfcc_delta2_12_std"", ""spectral_contrast_2_mean"", ""spectral_contrast_6_mean"", ""mfcc_delta_4_mean"", ""mfcc_7_mean"", ""F0_std"", ""mfcc_delta2_13_std"", ""energy_mean"", ""mfcc_delta2_8_std"", ""mfcc_5_mean"", ""mfcc_delta_3_std"", ""mfcc_delta_4_std"", ""mfcc_delta2_4_std"", ""mfcc_4_std"", ""spectral_contrast_1_mean"", ""spec_bandwidth_mean"", ""mfcc_delta2_6_std"", ""chroma_2_mean"", ""mfcc_13_mean""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.82	0.88	0.77	0.55	78.0	21.0	9.0	12.0	0.89	0.97
1562	logistic_regression	savee	none	False	explicit	all	20	"{""columns"": [""mfcc_delta2_7_std"", ""spectral_contrast_2_mean"", ""mfcc_delta2_13_std"", ""spectral_contrast_6_mean"", ""mfcc_delta_12_std"", ""mfcc_delta_7_mean"", ""mfcc_delta2_7_mean"", ""mfcc_delta_11_std"", ""mfcc_delta_4_mean"", ""mfcc_delta2_6_std"", ""mfcc_delta2_1_std"", ""mfcc_delta_6_std"", ""mfcc_delta_5_mean"", ""mfcc_delta2_9_std"", ""mfcc_delta_1_std"", ""mfcc_delta_5_std"", ""mfcc_delta2_12_std"", ""mfcc_delta2_3_std"", ""mfcc_delta2_5_mean"", ""mfcc_delta_9_std""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.78	0.87	0.64	0.33	85.0	9.0	21.0	5.0	0.85	0.95
1567	logistic_regression	ravdess	robust	True	explicit	all	20	"{""columns"": [""F0_mean"", ""energy_std"", ""energy_mean"", ""mfcc_delta_5_std"", ""spectral_contrast_6_mean"", ""zcr_mean"", ""mfcc_2_mean"", ""mfcc_1_mean"", ""mfcc_delta_13_std"", ""F0_std"", ""mfcc_delta_7_std"", ""mfcc_5_mean"", ""mfcc_3_mean"", ""mfcc_13_std"", ""mfcc_delta2_13_std"", ""mfcc_5_std"", ""mfcc_2_std"", ""mfcc_4_mean"", ""mfcc_6_mean"", ""mfcc_delta2_8_std""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.44	0.58	0.38	0.18	114.0	19.0	1.0	166.0	0.79	0.98
1572	logistic_regression	ravdess	robust	False	explicit	all	20	"{""columns"": [""spectral_contrast_2_mean"", ""mfcc_2_std"", ""mfcc_delta_4_std"", ""mfcc_7_std"", ""spec_bandwidth_mean"", ""mfcc_4_std"", ""mfcc_1_mean"", ""spectral_contrast_6_mean"", ""mfcc_delta_5_std"", ""mfcc_3_mean"", ""mfcc_5_mean"", ""spectral_contrast_3_mean"", ""mfcc_delta_1_std"", ""mfcc_delta_7_std"", ""mfcc_6_mean"", ""mfcc_10_mean"", ""mfcc_delta_2_std"", ""mfcc_4_mean"", ""hnr"", ""mfcc_10_std""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.86	0.92	0.59	0.19	251.0	7.0	13.0	29.0	0.78	0.98
1577	logistic_regression	ravdess	standard	True	explicit	all	20	"{""columns"": [""energy_mean"", ""zcr_mean"", ""mfcc_2_std"", ""mfcc_delta_4_std"", ""mfcc_6_std"", ""energy_std"", ""mfcc_4_std"", ""mfcc_delta_5_std"", ""mfcc_3_std"", ""mfcc_delta_6_std"", ""mfcc_delta_3_std"", ""mfcc_3_mean"", ""hnr"", ""mfcc_delta2_3_std"", ""mfcc_7_mean"", ""mfcc_delta_13_std"", ""mfcc_1_std"", ""spectral_contrast_3_mean"", ""mfcc_delta2_13_std"", ""mfcc_delta2_8_std""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.66	0.78	0.49	0.14	186.0	12.0	8.0	94.0	0.77	0.98
1582	logistic_regression	ravdess	standard	False	explicit	all	20	"{""columns"": [""mfcc_2_std"", ""spectral_contrast_2_mean"", ""mfcc_delta_4_std"", ""mfcc_1_mean"", ""mfcc_7_std"", ""spec_bandwidth_mean"", ""mfcc_4_std"", ""spectral_contrast_6_mean"", ""mfcc_delta_5_std"", ""mfcc_delta_1_std"", ""mfcc_5_mean"", ""spectral_contrast_3_mean"", ""mfcc_3_mean"", ""mfcc_6_mean"", ""mfcc_delta_7_std"", ""mfcc_10_mean"", ""mfcc_10_std"", ""mfcc_delta_13_mean"", ""mfcc_4_mean"", ""mfcc_delta_2_std""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.83	0.9	0.56	0.15	241.0	7.0	13.0	39.0	0.77	0.98
1587	logistic_regression	ravdess	none	True	explicit	all	20	"{""columns"": [""energy_mean"", ""energy_std"", ""F0_mean"", ""mfcc_1_mean"", ""zcr_mean"", ""F0_std"", ""mfcc_delta_5_std"", ""mfcc_2_mean"", ""mfcc_3_mean"", ""spectral_contrast_6_mean"", ""mfcc_5_mean"", ""mfcc_2_std"", ""mfcc_6_mean"", ""mfcc_5_std"", ""mfcc_4_mean"", ""mfcc_13_std"", ""mfcc_delta_13_std"", ""mfcc_10_std"", ""mfcc_delta2_8_std"", ""mfcc_delta_7_std""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.46	0.59	0.39	0.17	119.0	18.0	2.0	161.0	0.77	0.98
1592	logistic_regression	ravdess	none	False	explicit	all	20	"{""columns"": [""chroma_8_mean"", ""chroma_9_mean"", ""mfcc_delta_2_mean"", ""mfcc_delta_4_std"", ""chroma_10_mean"", ""mfcc_delta_13_mean"", ""mfcc_delta_7_std"", ""mfcc_delta_5_std"", ""chroma_11_mean"", ""mfcc_delta_6_mean"", ""mfcc_delta2_3_std"", ""mfcc_delta2_4_mean"", ""mfcc_delta_8_mean"", ""chroma_7_mean"", ""mfcc_delta2_6_mean"", ""mfcc_delta2_1_mean"", ""mfcc_delta_12_std"", ""chroma_6_mean"", ""mfcc_delta_10_std"", ""chroma_5_mean""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.72	0.84	0.48	0.03	211.0	6.0	14.0	69.0	0.57	0.95
1597	logistic_regression	savee	robust	True	explicit	all	20	"{""columns"": [""mfcc_5_mean"", ""chroma_11_mean"", ""spectral_contrast_2_mean"", ""mfcc_delta2_7_std"", ""mfcc_3_mean"", ""mfcc_2_mean"", ""mfcc_delta2_13_std"", ""mfcc_delta2_12_std"", ""spectral_contrast_6_mean"", ""mfcc_delta_7_std"", ""mfcc_delta_4_std"", ""mfcc_7_mean"", ""spectral_contrast_7_mean"", ""hnr"", ""mfcc_delta_3_std"", ""mfcc_delta_4_mean"", ""mfcc_11_mean"", ""chroma_12_mean"", ""spectral_contrast_3_mean"", ""mfcc_delta2_8_std""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.78	0.86	0.64	0.32	83.0	10.0	20.0	7.0	0.86	0.96
1602	logistic_regression	savee	robust	False	explicit	all	20	"{""columns"": [""F0_mean"", ""spec_centroid_mean"", ""mfcc_13_mean"", ""chroma_11_mean"", ""mfcc_delta_3_std"", ""mfcc_delta2_7_std"", ""mfcc_5_mean"", ""mfcc_13_std"", ""mfcc_10_std"", ""mfcc_delta2_13_std"", ""F0_std"", ""spectral_contrast_2_mean"", ""chroma_6_mean"", ""mfcc_delta2_12_std"", ""mfcc_delta2_1_mean"", ""chroma_9_mean"", ""mfcc_delta_5_std"", ""mfcc_11_mean"", ""mfcc_7_mean"", ""mfcc_delta_1_mean""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.75	0.85	0.51	0.13	87.0	3.0	27.0	3.0	0.89	0.97
